PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,S9,S12,S2,S16,S3,S15,S14,S10,S11,S66,S8,S1,S7,S5,S13,S4,S6,S18,S19,S20,S21,S22,S23,S24,S25,S82,S83,S84,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S17,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S26,S27,S28,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112
4169,sulfate of piperine metabolite C16H19NO3 (1)*,Xenobiotics,Food Component/Plant,62294,LC/MS Neg,100020495,4031,352.08601,,,,,,0.1927,3.9611,1,0.6248,0.4207,0.8775,3.913,0.6414,0.2165,2.3867,1.4171,0.6042,1.3141,0.5944,1.7809,1.4016,0.5548,0.4085,0.654,4.1116,0.3081,3.8787,0.1083,0.5815,0.5419,0.1403,14.6532,0.7914,0.2926,1.0461,1.8235,0.3069,0.8467,0.5089,0.6314,4.4102,0.5836,0.3764,13.1849,0.1083,0.3822,0.7127,0.3938,0.3285,0.1268,0.2312,0.4901,2.4216,0.338,1.0061,11.155,0.4914,0.4479,1.0504,10.191,0.2946,0.3382,8.7496,0.2132,0.5894,0.9483,0.7995,16.3299,1.2549,1.5191,3.4164,4.1081,0.1083,0.8969,1.6826,0.6122,0.4859,0.1083,0.3884,2.0529,1.9634,0.1083,2.6201,3.166,0.1083,0.2258,0.1424,3.4306,0.6533,1.2413,2.0924,0.1083,1.0008,1.1551,1.5361,0.3288,2.7796,0.8873,10.913,11.1185,0.1083,1.4626,1.1211,2.6585,4.0203,0.4292,1.1303,17.8339,3.7128,2.6006,5.4959,8.4767,0.2824,0.3765,9.5105,30.9299,1.6651
4170,sulfate of piperine metabolite C16H19NO3 (2)*,Xenobiotics,Food Component/Plant,62295,LC/MS Neg,100020496,4112,352.08601,,,,,,0.3577,1.8245,0.0565,1,1.4216,1.0782,0.655,0.9712,0.574,1.4479,1.4303,0.1703,1.0771,0.9859,3.7735,1.936,0.7472,0.7542,0.8051,5.1347,0.278,2.8192,0.0047,1.1591,1.021,0.6424,0.548,1.4095,0.4443,0.5941,0.0562,0.5245,1.4054,0.7824,0.037,3.235,1.2853,0.0092,1.7657,0.0047,0.8317,1.1732,1.028,0.644,0.3174,0.5026,0.0687,2.9905,0.7399,1.2386,2.7521,0.5407,0.9467,1.7094,0.375,0.482,0.4426,2.0785,0.0047,0.9301,2.3976,1.6989,0.6318,2.5074,2.7101,0.1747,2.7558,0.0047,1.6409,2.4789,1.6211,0.8395,0.3097,0.6427,0.9893,2.583,0.2392,3.9021,2.9738,0.0471,0.5483,0.2814,0.1036,1.231,1.0773,0.0719,0.0199,1.1454,2.3522,1.9733,0.0144,3.3105,0.7508,0.3235,3.6285,0.0132,1.6961,2.4063,3.824,5.4658,0.8283,1.8087,3.1242,4.3517,3.3198,1.7308,5.3085,0.1806,0.6174,6.7774,1.108,0.3114
4171,sulfate of piperine metabolite C16H19NO3 (3)*,Xenobiotics,Food Component/Plant,62296,LC/MS Neg,100020497,4200,352.08601,,,,,,0.4401,2.7873,0.0671,1.3945,0.8995,1.2305,0.7678,1.6364,0.4917,0.5424,1.9698,0.1914,1.0666,0.6748,4.3428,1.5099,0.8158,0.7602,0.6217,6.4199,0.1102,2.3728,0.012,0.7293,0.4125,0.5569,0.6069,1.0197,0.6455,0.6864,0.0687,0.8381,1.5074,1.0799,0.0333,5.6347,0.983,0.012,3.489,0.012,0.5672,1.1387,0.8893,0.4515,0.5414,0.4146,0.0606,2.7692,0.328,0.8616,3.0426,0.4171,1.105,1.8491,0.3546,0.3214,0.5983,2.364,0.012,1.1018,2.2396,1.5599,0.8087,1.927,1.694,0.2565,5.7502,0.012,1.4722,2.4201,1,0.5562,0.4364,0.6157,1.1525,2.5023,0.1218,2.9451,2.3789,0.02,0.7294,0.2884,0.2286,0.7625,1.36,0.0829,0.012,1.957,3.3311,2.2361,0.012,5.4937,0.6264,0.3529,8.2998,0.012,1.9555,2.0725,3.0373,2.6674,1.5855,2.1007,4.6678,5.674,2.8397,2.1135,7.3485,0.2465,0.9557,8.074,1.035,0.1921
4173,sulfate of piperine metabolite C16H19NO4 (2)*,Xenobiotics,Food Component/Plant,62301,LC/MS Neg,100020506,3120,368.08095,,,,,,0.2423,1.3793,0.067,0.5782,1.5257,0.3058,0.4417,1.7857,0.3723,2.3695,1.1722,0.067,0.6952,0.067,4.3739,3.1516,0.4917,0.5796,0.9401,4.4307,0.067,1.5506,0.067,0.6224,0.8001,0.1741,1.1177,1.7546,0.2457,0.5261,0.067,0.7807,1.722,0.6562,0.067,3.5502,0.9759,0.067,1.7218,0.067,0.7362,0.6733,1.3005,0.7042,0.3186,0.4954,0.067,2.0845,0.3605,1.2995,4.4708,0.5649,1.0211,0.9721,0.341,0.3821,0.2529,1.6273,0.067,0.9789,2.7227,0.9013,0.5314,7.0467,3.5361,0.067,3.0246,0.067,0.777,1.1498,1.8893,1.196,0.3463,0.389,0.6745,1.2244,0.067,5.2776,4.1616,0.067,0.4718,0.2155,0.067,1.9969,0.7855,0.067,0.067,0.9634,4.6212,2.2944,0.067,3.2552,0.6445,0.2828,4.5566,0.067,0.8815,1.8954,5.8017,7.7629,0.8335,1.8756,2.7996,2.9722,1.8578,1.8946,9.6232,0.2072,0.4622,2.4277,1.5436,0.067
4174,sulfate of piperine metabolite C16H19NO4 (3)*,Xenobiotics,Food Component/Plant,62302,LC/MS Neg,100020507,3154,368.08095,,,,,,0.2881,2.3106,0.162,0.6124,1,0.5841,0.567,1.7918,0.162,0.162,1.0733,0.162,0.62,0.6275,3.7819,1.522,0.3709,0.4317,0.393,3.7909,0.162,2.416,0.162,0.5886,0.162,0.162,0.162,1.311,0.3296,0.6313,0.162,0.743,1.4442,0.6156,0.162,3.2248,0.6841,0.162,1.4126,0.162,0.162,0.4857,0.8026,0.3206,0.298,0.162,0.162,1.3569,0.2784,1.1779,3.3543,0.4965,0.8521,0.6805,0.162,0.2454,0.162,1.2731,0.162,0.162,2.898,1.0989,0.6827,2.7431,0.162,0.162,3.5069,0.162,1.1742,2.5739,0.162,0.4251,0.4385,0.162,0.6944,0.8599,0.162,2.8703,2.4716,0.162,0.4851,0.162,0.162,0.162,0.5854,0.162,0.162,0.6404,4.799,1.9059,0.162,3.6177,0.3937,0.162,3.7455,0.162,0.5321,1.7358,5.2579,0.162,1.0089,1.6757,1.6033,1.6658,0.162,1.788,0.162,0.162,0.162,2.0321,0.162,0.162
4175,sulfate of piperine metabolite C16H19NO4 (4)*,Xenobiotics,Food Component/Plant,62303,LC/MS Neg,100020508,3282,368.08095,,,,,,0.2508,1.9643,0.1424,0.8637,1.5734,0.5563,0.4263,4.3518,0.2713,0.9417,1.0868,0.1424,0.6664,1.0347,4.8358,1.5806,0.5256,0.4899,0.6241,5.3733,0.1868,1.9733,0.1424,0.4443,0.1424,0.3196,0.6909,1.1698,0.4464,0.7004,0.1424,0.8478,1.6395,0.6174,0.1424,4.7893,0.8482,0.1424,2.4317,0.1424,0.5611,0.4095,1.0353,0.5497,0.3941,0.3964,0.1424,1.5213,0.422,0.9747,4.8763,0.377,1.2668,0.8648,0.3582,0.1424,0.2685,1.4308,0.1424,0.808,4.1094,1.3722,0.8355,4.2414,2.1,0.1755,5.4631,0.1424,1.049,1.3297,1.0634,0.6586,0.3659,0.4995,0.7385,0.9789,0.3156,3.9,2.8943,0.1424,0.7032,0.1424,0.1424,1.0211,0.8873,0.1424,0.1424,1.1245,4.8231,2.1028,0.1424,4.9975,0.634,0.1981,5.8455,0.1424,0.9277,1.5662,3.9093,3.6933,1.7743,2.1159,3.8949,2.7223,1.4884,1.8823,8.9947,0.1424,0.5569,2.7051,1.3573,0.1424
4176,sulfate of piperine metabolite C18H21NO3 (1)*,Xenobiotics,Food Component/Plant,62297,LC/MS Neg,100020502,4481,378.10167,,,,,,0.4365,0.8585,0.1466,1.3887,1.6396,1.3331,0.4882,1.7481,0.8011,0.6792,1.8989,0.3403,0.8759,1.9291,1.455,1.6557,0.4474,0.4466,1.3664,2.0787,0.1993,2.1731,0.0107,0.6391,0.8393,0.5539,0.1903,2.4506,0.3987,0.3993,0.0268,1.1927,1.2183,0.9,0.0371,2.3261,1,0.0107,1.476,0.0107,0.8912,0.9466,0.6785,0.7851,0.3073,0.4305,0.2716,1.8571,0.8753,1.7379,1.8243,0.3837,0.6538,1.1433,0.1598,1.1897,0.6442,2.5626,0.0107,1.0842,1.6843,1.1295,0.3253,2.7743,2.1654,0.0685,3.2198,0.0107,0.9817,1.2017,1.0406,0.9417,0.2239,0.5935,0.9578,1.6647,0.4345,2.6225,1.7669,0.0641,0.4946,0.8399,0.0742,2.16,1.0926,0.078,0.0425,1.329,1.5647,1.3859,0.0107,1.9906,1.0788,0.1318,6.1212,0.0248,1.0399,3.1144,2.4106,3.5333,0.6947,1.1487,2.9771,2.6993,2.7018,1.6021,2.2972,0.1604,0.6711,4.6466,0.89,1.2813
4177,sulfate of piperine metabolite C18H21NO3 (2)*,Xenobiotics,Food Component/Plant,62298,LC/MS Neg,100020503,4517,378.10167,,,,,,0.4283,1.6279,0.1648,1.5899,1.5467,1.0533,0.8936,1.1749,1.007,0.1731,2.3853,0.4011,0.7753,1.3072,1.5043,1.6049,0.5398,0.4775,0.9526,2.2117,0.1347,2.0779,0.0065,0.7074,0.6474,0.6052,0.2067,2.8788,0.5045,0.4631,0.0065,1.3266,1,0.9777,0.0151,2.0625,0.9566,0.0065,1.6349,0.0065,0.7956,0.9776,0.7323,0.7414,0.3869,0.6351,0.3323,2.1421,0.6185,1.5147,1.3922,0.3965,0.584,1.2111,0.1515,1.2043,0.6026,3.0655,0.0065,0.8632,1.6505,1.3565,0.4756,2.1274,2.0508,0.1384,3.6728,0.0065,1.1703,1.4773,0.8511,0.7619,0.348,0.7163,1.2826,1.7764,0.4592,2.3647,0.9632,0.0287,0.5265,1.0433,0.0906,2.4483,0.758,0.0474,0.0276,1.0302,2.5229,1.4431,0.0065,1.9952,1.2422,0.1488,7.0129,0.0065,1.3834,3.4699,2.1787,3.4672,0.9265,1.2288,2.1328,3.3178,2.4363,1.8628,2.2972,0.2051,0.783,4.4295,0.7825,1.158
4178,sulfate of piperine metabolite C18H21NO3 (3)*,Xenobiotics,Food Component/Plant,62299,LC/MS Neg,100020504,4630,378.10167,,,,,,0.4731,1.3927,0.2623,1.3693,1.3464,1.1141,0.8436,0.9734,0.8163,0.2519,2.4312,0.3685,1.1096,0.9887,1.5785,1.3493,0.4709,0.5046,1.4653,1.5345,0.1226,1.8375,0.0167,0.5057,0.5612,0.4076,0.2344,2.6524,0.4852,0.3736,0.0216,1.1268,1.0726,0.9915,0.0489,2.1055,0.7899,0.0167,1.962,0.0167,1.1657,0.9946,0.7501,0.8502,0.4763,0.503,0.4222,2.21,0.4965,1.6286,1.9939,0.4975,0.6907,1.3557,0.1839,1.1694,0.6271,2.887,0.0167,0.6264,1.4881,0.9399,0.4383,1.8434,1.9563,0.1056,4.6466,0.0167,1.523,1.2479,0.7961,0.5905,0.3123,0.708,1.3566,1.4524,0.3105,2.3863,1.3474,0.0382,0.5387,0.8178,0.1007,2.2765,1.0016,0.0467,0.0497,1.1086,2.3001,1.4675,0.0167,1.8806,0.8302,0.1635,4.9186,0.0167,1.7204,3.0392,1.9364,2.6064,0.9984,1.29,3.164,3.0722,2.1681,1.5734,1.9228,0.1603,0.8007,4.9431,1.3416,1.2383
4821,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,1086,C00059,HMDB01448,1.9465,1.2494,1.2445,0.6929,0.1479,1.195,0.8315,0.3733,1.218,2.189,0.8047,1.0134,0.3097,0.2558,0.8047,3.6957,1.4133,1.3107,0.4187,0.57,0.9353,1.2728,1.1608,0.4746,0.6262,0.7674,1.5821,0.4986,1.4918,0.9672,0.5805,1.0139,0.7976,1.0669,1.8236,1.9876,0.2874,1.3152,1.6137,1.7878,0.5316,0.5154,0.7077,1.1134,1.0265,0.2212,1.2975,1.0514,0.5632,1.4389,1.8046,2.2164,0.6241,1.2596,0.9513,0.4729,0.9703,0.7723,1.5271,0.6736,0.2031,0.3503,1.3088,0.6853,0.6817,0.8145,1.4218,2.5744,0.9522,0.2549,0.5076,2.606,1.1631,0.1989,0.2813,0.8025,1.3379,1.8484,1.4214,0.3644,0.6859,0.3047,0.5296,0.4418,0.6927,2.4868,1.3622,0.9489,0.9866,2.145,2.0023,1.0296,0.3682,4.2963,2.0765,1.5692,1.034,1.2352,0.8013,5.8964,0.6631,0.8859,1.9549,1.4618,1.2786,2.5468,1.4926,0.9507,0.8514,1.5737,2.005,0.6499
4536,sulfociprofloxacin*,Xenobiotics,Drug - Antibiotic,62474,LC/MS Neg,100020787,2340,410.08275,,128781,114121,,,0.0003,0.0018,0.0003,1.4115,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0008,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,2.2919,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,1,0.0003,0.0003,1.3879,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,2.8475,0.0003,0.0003,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
4219,syringic acid,Xenobiotics,Food Component/Plant,37091,LC/MS Neg,100001919,1450,197.04554,530-57-4,10742,10289,C10833,HMDB02085,0.5207,1.6433,0.2812,1.0242,1.7198,0.4789,3.7717,0.0826,2.0951,1.4042,4.734,0.8269,0.4584,0.3801,2.021,0.7512,0.0826,2.1159,1.5479,0.4938,0.8114,2.4695,0.6539,0.0826,3.0919,0.8078,2.2638,1.4251,1.4756,0.0826,0.2141,1.1689,0.0826,0.5801,0.5198,0.0826,1.5622,0.4128,0.8865,0.6574,0.6722,0.9071,4.5987,0.7063,0.1404,1.1346,0.0826,2.6076,1,3.876,0.0826,1.2221,2.6219,0.0826,0.0826,4.4083,0.5179,1.2358,0.7852,0.2174,1.7862,0.3556,1.9593,1.5522,1.2381,2.0884,0.2862,0.0826,2.2641,0.9604,2.6283,0.2992,0.7955,1.4304,1.5949,1.5825,1.2813,0.6269,0.0826,0.3114,0.2823,0.2656,1.5465,3.7449,1.4484,3.1543,0.5609,0.0826,0.4114,0.1604,0.2522,0.3645,2.4136,1.0239,5.6781,0.0826,0.0826,9.1918,0.3792,0.5329,0.0826,1.0275,0.7959,1.4767,0.5505,0.6015,0.5748,1.2133,0.8229,0.0826,0.0826,0.214
4605,tadalafil,Xenobiotics,Drug - Cardiovascular,52950,LC/MS Neg,100008974,4898,388.13028,171596-29-5,4687521,3875386,,,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,1.9919,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081
4220,tartarate,Xenobiotics,Food Component/Plant,15336,LC/MS Neg,100000295,615.3,149.00916,87-69-4;6106-24-7,444305,852,C00898,HMDB00956,0.1162,2.2924,0.1162,4.574,2.1548,0.1162,0.1162,2.2413,0.1162,1.833,4.9273,0.1162,0.1162,3.087,0.1162,1.4902,0.1162,0.5283,0.1162,0.1162,0.1162,0.1162,0.1162,0.1162,5.1959,1.014,1.5951,11.5529,0.1758,0.1162,0.1162,1.3456,0.5152,0.183,0.915,0.1162,0.1162,0.2982,30.923,0.1162,0.2759,1.3356,3.3404,0.1641,0.1162,0.5245,0.1162,0.2253,0.5247,0.1162,0.1162,0.1978,1.6351,0.5875,0.1162,0.1162,1.5125,3.7581,1.0153,2.4771,1.5297,4.1048,0.986,39.6564,0.1162,0.3433,16.4925,0.1162,0.1162,129.7235,0.6472,0.1162,0.6585,0.2784,0.5747,0.9842,0.1162,0.1162,0.1162,0.1664,0.1443,0.9116,0.2387,4.5465,0.4034,0.9829,0.368,0.4791,0.1162,0.1162,0.1162,0.1581,0.1162,1.4114,7.1382,0.1162,0.3487,211.0493,14.4407,0.1162,2.2016,0.8178,1.0749,0.1162,0.2612,0.1162,0.1162,0.1162,0.2781,0.1162,0.1162,3.2398
364,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.02195,107-35-7,1123,1091,C00245,HMDB00251,1.0126,1.5426,0.3069,0.6528,1.0832,1.342,1.2128,1.1878,0.3281,1.7035,0.189,1.8082,0.8035,0.2747,2.0334,3.3194,2.8858,0.2978,0.8686,1.4218,2.7073,1.0594,2.1258,1.8974,0.8971,1.1253,1.8205,0.5757,1.2078,0.3841,0.695,0.947,1.8963,0.9229,1.3074,4.7842,1.0964,0.2361,0.0834,2.2455,0.5078,0.6224,0.6004,0.6197,2.5211,0.1272,0.5519,0.3685,0.7822,0.311,1.7993,0.5335,1.1243,1.3023,1.5543,1.3401,0.58,1.686,0.4673,1.7946,0.9377,0.7531,1.1584,1.8744,0.7769,0.3465,0.2703,1.8997,0.8731,0.6994,1.5839,4.481,2.2915,0.9862,0.4648,0.7174,1.4958,0.957,1.5688,1.4637,0.8184,0.6985,1.7876,1.4365,0.9315,2.786,0.593,1.2237,0.9874,0.8935,2.5215,2.055,0.9294,0.5096,0.2442,3.5635,1.7768,0.8528,2.0738,0.7498,1.5389,0.7815,0.4639,0.4364,1.0863,0.2172,2.0297,1.6248,0.914,2.4567,2.3047,0.3572
2818,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.28948,6009-98-9,387316,343282,C05465,HMDB00951,1.125,0.2678,2.3135,23.7152,9.2628,5.9617,1.7219,8.1022,1.6239,0.1013,1.851,0.3087,0.1472,27.5999,2.7,0.1155,0.035,0.4503,0.1385,0.9763,1.9619,0.0332,0.0185,4.7824,1.1001,0.0618,0.0485,0.9523,0.4993,1.7881,2.0739,9.6159,0.0654,1.4473,0.3055,2.7027,0.6346,4.3093,6.4249,0.0419,0.1117,0.2507,3.1734,0.2052,0.4941,3.911,0.0509,0.4367,6.4743,0.1093,0.9421,1.0496,0.0521,0.1209,0.1732,2.0637,1,0.0786,1.5415,8.3121,1.0473,7.8657,0.2555,12.8129,1.4521,2.0087,13.1819,0.095,1.6214,1.3277,6.7104,5.1899,0.2581,0.9046,0.1045,0.2408,0.8108,1.4785,0.0226,2.9454,0.3473,0.0958,0.3411,17.6739,4.4366,3.6014,0.7816,10.4238,0.523,1.9322,0.3277,0.9968,0.6892,0.2549,17.5774,0.0583,0.635,1.0729,13.9875,0.0185,3.0702,9.312,1.7003,0.3309,1.5862,0.3344,4.4983,10.2183,0.0193,0.4127,0.2184,8.434
2815,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.28439,145-42-6,6675,,C05122,HMDB00036,0.4408,0.1366,2.321,15.6983,7.8874,3.9444,0.7545,7.8317,1.0189,0.2653,0.6383,0.4164,0.1497,22.8361,8.3558,0.3717,0.064,0.6077,0.2065,1.0279,3.2621,0.0886,0.0094,1.7883,1.9347,0.0452,0.1217,1.4503,0.25,0.2916,3.1167,8.9383,0.0867,0.9398,0.1401,3.4642,0.4245,0.8113,6.0378,0.0672,0.1542,0.453,5.8811,0.252,1.4427,3.0396,0.0245,0.6838,6.6817,0.1164,9.0058,1.1311,0.0751,0.1896,0.4277,4.4424,0.5471,0.6932,2.5635,5.5954,1.2944,7.9706,0.1786,13.265,1.6877,1.4845,11.0418,0.2014,1.2589,1.2755,15.5225,17.6502,1.4385,0.7688,0.0801,0.0817,0.7361,1.0601,0.0299,1.0739,0.3798,0.1387,0.3086,19.2974,3.5777,14.087,0.9811,6.5594,3.3261,0.8123,0.249,1.9756,0.8246,0.5095,17.0459,0.1375,0.5345,4.2351,36.9271,0.0238,2.6425,16.3673,2.5942,0.4171,4.4957,0.4667,3.7183,12.9421,0.0253,2.137,0.6503,5.6772
2870,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750,279.61422,,,,,,0.006,0.4883,0.1482,5.7225,2.7283,0.7633,0.6423,8.9356,0.7814,2.341,2.2371,0.523,0.006,4.6595,3.3682,4.441,0.1637,0.7797,1.6222,0.6186,1.5478,0.8659,0.0523,2.1904,0.618,0.8483,0.0808,0.6359,0.006,0.268,0.3513,2.9276,2.3452,1.0166,0.4837,2.877,1.6353,0.1391,1.2199,0.2394,0.006,1.7266,5.279,3.2167,0.5238,1.2526,1.6213,0.0795,1.4015,0.8086,2.0281,1.8698,0.2763,0.006,2.1874,2.2573,0.0073,2.1751,0.2385,6.7311,2.0889,0.4257,2.2287,5.476,1.51,0.7805,1.3912,0.0934,0.006,0.513,2.9433,7.2666,0.1418,1.0914,0.6239,0.1513,0.6057,0.3915,0.3012,0.8557,0.5412,0.006,1.1179,0.9526,0.2965,0.8181,0.4498,3.5022,1.6011,0.6306,1.2308,1.0151,1.5661,0.063,1.6332,0.5732,0.0385,3.2313,7.9807,6.3089,0.2962,1.942,1.5036,2.2673,0.2669,0.549,0.9849,0.5751,0.3747,1.8933,1.1863,1.9654
2861,taurohyocholate*,Lipid,Secondary Bile Acid Metabolism,42603,LC/MS Neg,100004084,5000,514.28439,,,,,,0.3611,0.0939,1.3069,5.9152,6.7432,0.8742,0.7878,4.6317,0.6599,2.0578,0.4601,0.6015,0.2979,2.9597,2.864,0.8482,0.0939,0.5118,0.2397,0.6428,2.6366,0.1301,0.0939,0.1516,0.8257,0.3941,0.0939,0.1931,0.0939,0.7916,1.3997,6.4096,0.0939,0.6758,0.0939,1.7256,0.136,0.5565,1.8312,0.0939,0.7637,1.2239,4.7835,0.192,0.1824,0.9997,0.0939,0.5187,3.1171,0.183,1.0003,0.2372,0.0939,0.71,0.0939,5.5125,0.4782,0.1996,1.6153,3.947,2.5662,1.611,0.0939,6.0316,1.111,2.4532,5.3984,0.0939,1.7795,0.87,5.4262,25.62,0.2471,0.8652,0.1593,0.0939,2.0461,1.1327,0.0939,0.7933,0.2369,0.3742,0.6932,4.5428,1.8049,6.9668,1.2416,2.2816,3.0494,0.6617,0.0939,0.3153,0.0939,0.0939,10.1525,0.0939,0.2484,4.3151,13.7329,0.0939,0.4762,11.1761,2.3222,0.4351,2.8583,0.2108,2.4425,2.8448,0.0939,2.3001,0.5377,2.0162
2845,taurolithocholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027,280.62205,64936-83-0,440071,389078,C03642,HMDB02580,0.5181,0.6253,0.0408,3.7027,4.4561,0.9728,1.0042,4.5433,0.7567,1.5831,2.213,0.3622,0.7588,7.1349,2.7783,3.25,0.1034,0.2206,0.9154,0.2102,1.5988,0.927,0.0408,1.864,0.5106,0.0408,0.1745,0.8934,0.7339,0.5963,0.2126,2.1164,2.4005,1.0876,0.0408,2.3051,1.9127,1.2954,1.377,0.0892,0.392,2.5389,4.2636,1.6174,0.3026,1.0313,0.9958,0.0408,1.6033,0.5173,1.4132,1.7323,0.2219,0.0408,1.7207,2.3202,1.064,1.27,0.1134,3.5352,1.7144,0.5656,0.0408,2.7182,1.7299,0.4361,2.1217,0.0408,0.4851,0.5148,2.7334,6.8576,0.0408,0.0408,0.299,0.1076,0.7561,0.0408,0.1981,0.6569,0.3862,0.0408,0.9601,1.1843,0.6469,0.6412,0.0656,2.2545,1.2974,0.76,0.0408,0.8446,1.265,2.6709,2.0683,0.208,1.0088,2.3705,5.2993,3.8979,0.2489,0.5307,1.1544,0.0408,0.7839,0.188,0.5061,0.6211,0.2684,0.0408,1.7838,1.2477
2852,tauroursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39378,LC/MS Neg,100002912,5025,498.28948,14605-22-2,9848818,24539842,,HMDB00874,0.9545,0.4998,3.1978,0.8973,1.1638,0.6785,9.4686,1.6441,0.5338,3.0779,1.0337,2.1644,1,1.9359,4.4092,0.0879,0.0879,0.386,0.3647,0.706,2.4695,0.357,0.0879,2.6746,3.8262,0.8898,0.0879,0.3084,0.549,5.4349,1.8138,0.2557,0.0879,0.4032,1.4925,0.7148,0.1548,6.8249,3.6279,0.6534,1.3769,0.2197,1.9383,0.0879,0.0879,0.4115,0.0879,0.4611,2.6309,0.6748,4.4437,0.0879,0.2225,1.5812,0.1113,1.4903,2.364,0.1554,2.0666,0.2974,0.4399,0.8388,0.2967,1.8084,0.6631,5.1785,13.5002,1.8913,14.2699,0.5668,5.632,1.7059,0.0879,0.5119,0.0921,0.5853,3.0376,4.1872,0.3097,0.6817,1.5236,0.6359,2.5117,5.3904,6.9924,7.1723,0.5755,0.2292,0.1413,1.4752,1.6071,0.1038,0.332,0.771,6.8635,0.4989,3.7993,0.2824,5.5622,0.0879,0.0879,3.9992,5.3017,0.6431,3.0788,0.4916,3.0336,0.7018,0.0927,9.4725,0.8354,1.9864
